"Cod birou electoral",Județ,Uat,Siruta,Localitate,Secție,Nr,Tip,Versiune,a,b,b1,b2,b3,c,d,e,f,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 62",250,"Alegeri Prezidentiale",1,1306,686,645,41,0,675,11,1400,714,223,36,124,3,177,1,2,2,0,75,2,18,2,10
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 62",251,"Alegeri Prezidentiale",1,1119,562,517,45,0,552,10,1200,638,182,40,111,1,115,1,2,1,3,59,8,14,5,10
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","LICEUL TEHNOLOGIC ”SF. PANTELIMON”",252,"Alegeri Prezidentiale",1,1835,1016,947,69,0,1013,3,2000,984,329,83,222,3,217,2,4,0,0,118,2,20,7,6
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","LICEUL TEHNOLOGIC ”SF. PANTELIMON”",253,"Alegeri Prezidentiale",1,1308,781,699,82,0,776,5,1400,619,245,68,202,3,131,3,2,1,1,102,1,9,3,5
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","LICEUL TEHNOLOGIC ”SF. PANTELIMON”",254,"Alegeri Prezidentiale",1,1340,679,632,46,1,674,5,1400,721,176,66,163,0,150,1,0,0,0,85,11,13,2,7
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","LICEUL TEHNOLOGIC ”SF. PANTELIMON”",255,"Alegeri Prezidentiale",1,1606,805,765,40,0,797,8,1800,995,288,64,199,0,119,2,1,1,2,84,5,22,4,6
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 51",256,"Alegeri Prezidentiale",1,1464,872,735,137,0,867,5,1800,928,274,63,228,0,159,0,3,2,2,98,9,19,2,8
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 51",257,"Alegeri Prezidentiale",1,1530,652,548,104,0,648,4,1600,948,194,42,159,0,118,2,3,2,1,93,5,14,2,13
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 51",258,"Alegeri Prezidentiale",1,1365,733,656,77,0,725,8,1400,667,203,51,180,2,176,4,0,1,3,67,5,14,11,8
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","GRADINIŢA NR. 280",259,"Alegeri Prezidentiale",1,1296,745,634,111,0,732,13,1600,855,255,63,175,1,111,1,1,3,0,96,8,8,5,5
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","GRADINIŢA NR. 280",260,"Alegeri Prezidentiale",1,1876,908,830,70,8,896,12,2000,1092,290,77,213,4,144,3,7,2,0,108,8,23,3,14
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 77",261,"Alegeri Prezidentiale",1,1437,670,644,26,0,658,12,1600,930,196,36,128,3,163,4,4,0,0,69,14,16,7,18
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 77",262,"Alegeri Prezidentiale",1,1433,793,761,32,0,780,13,1600,788,268,39,153,2,160,0,3,1,1,128,2,12,7,4
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 77",263,"Alegeri Prezidentiale",1,1548,865,787,78,0,859,6,1600,735,262,57,208,4,177,0,1,2,0,98,6,30,7,7
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 77",264,"Alegeri Prezidentiale",1,1553,888,789,99,0,884,4,1800,912,310,64,199,2,174,0,1,4,1,102,3,15,2,7
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 77",265,"Alegeri Prezidentiale",1,2016,1000,890,46,64,986,14,2200,1200,297,38,184,2,249,3,5,2,1,125,10,33,13,24
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 77",266,"Alegeri Prezidentiale",1,1532,726,697,29,0,721,5,1600,874,209,64,154,0,159,3,2,1,2,80,8,25,3,11
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","LICEUL TEORETIC ”LUCIAN BLAGA”",267,"Alegeri Prezidentiale",1,1668,757,730,27,0,748,9,1800,1043,281,47,105,1,161,3,3,3,0,97,5,16,7,19
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","LICEUL TEORETIC ”LUCIAN BLAGA”",268,"Alegeri Prezidentiale",1,1839,558,528,30,0,548,10,2000,1442,191,29,84,1,139,3,0,4,2,55,5,18,3,14
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","LICEUL TEORETIC ”LUCIAN BLAGA”",269,"Alegeri Prezidentiale",1,1831,870,787,83,0,851,19,2000,1130,250,53,175,3,188,6,5,2,3,109,9,28,6,14
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","LICEUL TEORETIC ”LUCIAN BLAGA”",270,"Alegeri Prezidentiale",1,1844,796,719,77,0,775,21,2000,1204,221,60,116,1,203,2,1,3,3,110,7,26,3,19
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","LICEUL TEORETIC ”LUCIAN BLAGA”",271,"Alegeri Prezidentiale",1,1902,808,754,53,1,790,18,2000,1192,236,59,161,1,188,5,1,0,1,86,6,22,4,20
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 66",272,"Alegeri Prezidentiale",1,1757,840,782,58,0,826,14,2000,1160,258,33,150,4,199,4,5,5,3,112,8,21,4,20
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 66",273,"Alegeri Prezidentiale",1,1217,702,593,56,53,686,16,1600,898,224,35,111,0,184,2,3,2,0,93,7,16,3,6
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 66",274,"Alegeri Prezidentiale",1,1589,669,633,36,0,660,9,1600,931,218,50,114,2,147,1,4,3,1,86,5,21,3,5
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 66",275,"Alegeri Prezidentiale",1,1317,679,646,33,0,670,9,1400,721,201,52,158,1,157,1,3,1,0,73,4,9,4,6
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 66",276,"Alegeri Prezidentiale",1,1829,831,791,40,0,816,15,2000,1169,282,48,143,0,165,1,1,3,3,114,4,34,9,9
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","GRADINIŢA NR. 189",277,"Alegeri Prezidentiale",1,1028,563,516,46,1,557,6,1200,637,177,33,115,1,120,5,3,2,0,69,4,17,6,5
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","GRADINIŢA NR. 189",278,"Alegeri Prezidentiale",1,1021,529,512,17,0,523,6,1200,671,171,26,95,0,129,0,1,2,3,68,3,18,3,4
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","COLEGUL TEHNIC ”DIMITRIE LEONIDA”",279,"Alegeri Prezidentiale",1,1045,625,516,108,1,621,4,1200,575,224,59,142,3,115,0,1,1,1,61,2,4,6,2
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","COLEGUL TEHNIC ”DIMITRIE LEONIDA”",280,"Alegeri Prezidentiale",1,1361,820,711,109,0,806,14,1400,580,238,66,180,1,165,4,0,2,1,111,3,20,1,14
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",281,"Alegeri Prezidentiale",1,1636,825,752,73,0,810,15,1800,975,237,80,185,4,172,2,5,4,3,77,7,22,5,7
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",282,"Alegeri Prezidentiale",1,1722,852,788,64,0,841,11,1800,948,248,32,176,4,187,1,7,0,1,122,5,33,10,15
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",283,"Alegeri Prezidentiale",1,1644,969,872,96,1,962,7,1800,831,254,92,340,2,133,1,0,0,1,100,6,26,3,4
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",284,"Alegeri Prezidentiale",1,1307,635,564,71,0,630,5,1431,796,176,48,166,1,143,2,2,3,0,66,6,13,1,3
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",285,"Alegeri Prezidentiale",1,1699,841,793,48,0,831,10,1800,959,265,56,158,2,201,1,4,6,0,107,2,19,0,10
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ ”PETRE GHELMEZ”",286,"Alegeri Prezidentiale",1,1523,861,781,80,0,853,8,1800,939,250,70,239,3,143,3,1,1,1,115,2,13,2,10
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 4",287,"Alegeri Prezidentiale",1,1657,948,850,97,1,933,15,1800,852,312,45,219,2,189,2,3,3,0,114,8,21,6,9
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 4",288,"Alegeri Prezidentiale",1,1682,860,797,63,0,855,5,1800,940,254,70,166,3,168,4,6,1,2,123,6,34,7,11
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 4",289,"Alegeri Prezidentiale",1,1798,923,839,84,0,912,11,2000,1077,310,62,202,2,170,2,2,1,1,129,7,16,2,6
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 4",290,"Alegeri Prezidentiale",1,1910,996,955,41,0,988,8,2000,1004,334,79,237,3,151,3,6,1,3,122,7,28,3,11
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 4",291,"Alegeri Prezidentiale",1,1438,710,658,52,0,704,6,1600,890,213,47,176,0,154,1,0,1,1,83,3,11,7,7
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 25",292,"Alegeri Prezidentiale",1,1785,943,810,131,2,936,7,2000,1057,283,75,236,4,178,4,8,0,1,107,11,18,4,7
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 25",293,"Alegeri Prezidentiale",1,1902,892,811,81,0,879,13,2000,1108,306,62,184,1,160,2,2,3,2,93,6,35,7,16
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 25",294,"Alegeri Prezidentiale",1,1824,819,773,46,0,812,7,2000,1181,269,65,161,1,174,1,2,2,0,98,6,19,1,13
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ NR. 25",295,"Alegeri Prezidentiale",1,2118,1091,1021,70,0,1084,7,2200,1109,374,82,341,4,147,4,2,1,2,88,4,23,3,9
43,"MUNICIPIUL BUCUREŞTI - SECTOR 2","MUNICIPIUL BUCUREŞTI",179132,"BUCUREŞTI SECTORUL 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",296,"Alegeri Prezidentiale",1,1452,776,720,56,0,761,15,1600,824,226,63,175,1,150,2,1,2,0,101,5,20,3,12
